Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
143;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0505;NUEVA ESPAÑA;070;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;14/01/2020
144;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;031;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;14/01/2020
145;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;107;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/01/2020
146;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;087;>= 85;Española;H;1;Primera Atención;;;14/01/2020
147;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;181;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/01/2020
148;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;090;45- 49;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/01/2020
149;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;190;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/01/2020
150;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;143;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/01/2020
151;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;184;>= 85;Española;M;2;Zona / Historia Social;;;14/01/2020
152;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;166;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/01/2020
153;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;145;18 - 24;Extranjera;M;1;Primera Atención;;;14/01/2020
154;72;CSS Retiro;03;RETIRO;13;PUENTE DE VALLECAS;1302;SAN DIEGO;055;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/01/2020
155;72;CSS Retiro;03;RETIRO;03;RETIRO;0304;IBIZA;049;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/01/2020
156;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;067;40 - 44;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/01/2020
157;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;092;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/01/2020
158;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;097;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/01/2020
159;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;091;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;14/01/2020
160;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;069;70 - 74;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/01/2020
161;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;017;40 - 44;Española;M;1;Primera Atención;050;Desprotección socio-familiar;14/01/2020
162;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;050;55 - 59;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;15/01/2020
163;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;075;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;15/01/2020
164;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;177;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
165;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;046;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/01/2020
166;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;121;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
167;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;102;25 - 29;Extranjera;H;0;CIVIS;040;Desproteccion social problema salud;15/01/2020
168;70;CSS Puerta de Toledo;01;CENTRO;09;MONCLOA-ARAVACA     ;0903;CIUDAD UNIVERSITARIA;040;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
169;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;014;60 - 64;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;15/01/2020
170;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;094;40 - 44;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;15/01/2020
171;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;102;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
172;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0808;EL GOLOSO;164;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/01/2020
173;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;022;45- 49;Española;H;1;Primera Atención;050;Desprotección socio-familiar;15/01/2020
174;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;193;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;15/01/2020
175;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;030;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
176;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;111;70 - 74;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;15/01/2020
177;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;142;75 - 79;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;15/01/2020
178;73;CSS Guindalera;04;SALAMANCA;06;TETUÁN;0602;CUATRO CAMINOS;000;50 - 54;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
179;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;083;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;15/01/2020
180;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;30 - 34;Española;H;0;CIVIS;;;15/01/2020
181;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
182;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;50 - 54;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
183;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;15/01/2020
184;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
185;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;024;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/01/2020
186;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;018;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
187;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;093;18 - 24;Española;H;1;Primera Atención;040;Desproteccion social problema salud;15/01/2020
188;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;112;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/01/2020
189;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;014;35 - 39;Española;H;1;Primera Atención;;;15/01/2020
190;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;039;80 - 84;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;16/01/2020
191;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;013;75 - 79;Española;M;2;Zona / Historia Social;010;Malos Tratos;16/01/2020
192;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;003;55 - 59;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;16/01/2020
193;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;011;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;16/01/2020
194;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;040;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;16/01/2020
195;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;120;50 - 54;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/01/2020
196;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;069;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;16/01/2020
197;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;088;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/01/2020
198;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;198;18 - 24;Española;M;2;Zona / Historia Social;010;Malos Tratos;16/01/2020
199;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;027;60 - 64;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;16/01/2020
200;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;111;70 - 74;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;16/01/2020
201;86;CSS San Diego;13;PUENTE DE VALLECAS;04;SALAMANCA;0405;LISTA;110;40 - 44;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;16/01/2020
202;72;CSS Retiro;03;RETIRO;17;VILLAVERDE;1702;SAN CRISTOBAL;043;18 - 24;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;16/01/2020
203;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;067;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;16/01/2020
204;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;002;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;16/01/2020
205;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;091;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;16/01/2020
206;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;089;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/01/2020
207;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;075;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;16/01/2020
208;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;035;45- 49;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;16/01/2020
209;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;024;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/01/2020
210;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;50 - 54;Española;H;2;Zona / Historia Social;;;17/01/2020
211;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;146;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/01/2020
212;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;80 - 84;Española;M;2;Zona / Historia Social;;;17/01/2020
213;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;170;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;17/01/2020
214;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;027;60 - 64;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/01/2020
215;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;047;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
216;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;056;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
217;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;135;70 - 74;Española;H;0;CIVIS;040;Desproteccion social problema salud;17/01/2020
218;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;108;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
219;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;107;45- 49;Española;M;0;CIVIS;030;Alojamiento/Vivienda;17/01/2020
220;77;CSS Badalona;08;FUENCARRAL-EL PARDO;13;PUENTE DE VALLECAS;1306;NUMANCIA;194;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;17/01/2020
221;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;015;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
222;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;051;45- 49;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/01/2020
223;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;183;25 - 29;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;17/01/2020
224;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0902;ARGÜELLES;016;40 - 44;Española;M;1;Primera Atención;010;Malos Tratos;17/01/2020
225;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;181;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
226;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;083;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;17/01/2020
227;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;045;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/01/2020
228;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2008;SALVADOR;098;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
229;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/01/2020
230;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;029;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
231;84;CSS San Filiberto;12;USERA ;10;LATINA;1004;ALUCHE;136;65 - 69;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
232;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;066;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/01/2020
233;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;077;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/01/2020
234;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;077;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/01/2020
235;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;032;60 - 64;Española;H;1;Primera Atención;040;Desproteccion social problema salud;20/01/2020
236;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;054;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;20/01/2020
237;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;007;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;20/01/2020
238;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;079;>= 85;Española;M;0;CIVIS;040;Desproteccion social problema salud;20/01/2020
239;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
240;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;043;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
241;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;121;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/01/2020
242;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;090;>= 85;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;20/01/2020
243;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;102;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;20/01/2020
244;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
245;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;011;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
246;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0801;EL PARDO;002;40 - 44;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
247;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0801;EL PARDO;003;60 - 64;Española;M;1;Primera Atención;040;Desproteccion social problema salud;20/01/2020
248;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;008;70 - 74;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
249;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1606;VALDEFUENTES;107;45- 49;Española;M;2;Zona / Historia Social;;;20/01/2020
250;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;214;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/01/2020
251;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;037;60 - 64;Española;M;1;Primera Atención;040;Desproteccion social problema salud;20/01/2020
252;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;102;60 - 64;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/01/2020
253;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;102;60 - 64;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/01/2020
254;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;181;35 - 39;Española;M;2;Zona / Historia Social;;;20/01/2020
255;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;161;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
256;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;094;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;20/01/2020
257;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;048;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/01/2020
258;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;034;70 - 74;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;20/01/2020
259;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;053;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/01/2020
260;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2002;HELLIN;022;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/01/2020
261;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;001;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
262;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;044;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/01/2020
263;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;089;45- 49;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/01/2020
264;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;002;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/01/2020
265;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;165;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/01/2020
266;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;198;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/01/2020
267;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;053;18 - 24;Extranjera;M;1;Primera Atención;010;Malos Tratos;21/01/2020
268;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;057;70 - 74;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;21/01/2020
269;73;CSS Guindalera;04;SALAMANCA;20;SAN BLAS-CANILLEJAS;2005;ROSAS;106;65 - 69;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/01/2020
270;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;085;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/01/2020
271;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2006;REJAS;069;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/01/2020
272;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;050;40 - 44;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;21/01/2020
273;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;091;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/01/2020
274;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;075;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/01/2020
275;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;131;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;22/01/2020
276;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;041;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;22/01/2020
277;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;042;80 - 84;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;22/01/2020
278;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;027;60 - 64;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/01/2020
